RunAdaptation;EmergencyVehiclePriorization;FloodingPriorization;WeatherPriorization;MinimumTime;MaximumTime;CurrentTemperature;MaxTemperature;MinTemperature;EmrgVhcAdaptationInterval;personPerCarFactor;trafficImbalanceFactor;trafficImbalanceFrequency;MaximumVehicleSpeed;floodedVehicleSpeed;floodedLanes;WeightedTimeLoss;WeightedDuration;WeightedWaitingTime;averageCO2Emission;averageFuelUse;averageFloodedTimeLoss;averageEmrgVehicleWaitingTime;averageEmrgVehicleTimeLoss;averageEmrgVehicleDuration;averageFloodedWaitingTime;averageFloodedTimeLoss;averageEmrgVehicleWaitingTime;averageEmrgVehicleTimeLoss;averageEmrgVehicleDuration;averageVehicleWaitingTime;averageVehicleTimeLoss;averageVehicleDuration;averagePersonWaitingTime;averagePersonTimeLoss;averagePersonDuration;timeLossMap;waitingTimeMap;floodedWaitingTimeMap;totalWaitingTime;totalFloodedWaitingTime;floodedTimeLossMap;totalTimeLoss;totalFloodedTimeLoss;EmrgVehicleCount;vehiclesCount;personsCount;VehiclesPerSecondInbalance;WeatherVariance;WeatherVariationFactor
1;0;0;0;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];86.95863472514274;129.0585761489937;61.90522679483328;221760.81396356766;71886.83937513478;108.3657298136646;81.11111111111111;100.36500000000001;119.88888888888889;90.37981366459627;108.3657298136646;81.11111111111111;100.36500000000001;119.88888888888889;80.18774319066148;99.20592996108961;120.35778210116732;0.0;45.4888735177865;158.5197628458498;{'-E1_0': None, '-E1_1': '506.32', '-E1_2': '1002.41', '-E2_0': None, '-E2_1': '605.32', '-E2_2': '297.39', '-E3_0': None, '-E3_1': '495.37', '-E3_2': '1024.35', '-E4_0': None, '-E4_1': '572.32', '-E4_2': '274.97', 'E1_0': None, 'E1_1': '78287.95', 'E1_2': '138963.98', 'E2_0': None, 'E2_1': '7357.16', 'E2_2': '19768.18', 'E3_0': None, 'E3_1': '96353.88', 'E3_2': '131685.72', 'E4_0': None, 'E4_1': '8915.80', 'E4_2': '20131.87'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '64057.00', 'E1_2': '116814.00', 'E2_0': None, 'E2_1': '4299.00', 'E2_2': '16352.00', 'E3_0': None, 'E3_1': '78272.00', 'E3_2': '110152.00', 'E4_0': None, 'E4_1': '5725.00', 'E4_2': '16479.00'};{'E1_1': '64057.00', 'E1_2': '116814.00', 'E3_2': '110152.00'};412150.0;291023.0;{'E1_1': '78287.95', 'E1_2': '138963.98', 'E3_2': '131685.72'};506242.99;348937.65;36;5140;1518;0.1;100.0;1.0
1;1;0;0;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];88.17762691498947;130.26389306097929;63.587864223490534;225143.1149778324;72983.64297395581;112.10059975139838;75.25;92.58583333333333;112.36111111111111;93.91050341827221;112.10059975139838;75.25;92.58583333333333;112.36111111111111;82.36731517509727;101.53804085603112;122.67217898832685;0.0;42.93880764163372;155.96969696969697;{'-E1_0': None, '-E1_1': '465.48', '-E1_2': '1052.69', '-E2_0': None, '-E2_1': '597.27', '-E2_2': '300.24', '-E3_0': None, '-E3_1': '471.54', '-E3_2': '1037.63', '-E4_0': None, '-E4_1': '574.58', '-E4_2': '273.86', 'E1_0': None, 'E1_1': '83876.37', 'E1_2': '141611.56', 'E2_0': None, 'E2_1': '8744.98', 'E2_2': '16653.20', 'E3_0': None, 'E3_1': '99092.11', 'E3_2': '135251.80', 'E4_0': None, 'E4_1': '9842.43', 'E4_2': '18315.31'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '69621.00', 'E1_2': '118997.00', 'E2_0': None, 'E2_1': '5610.00', 'E2_2': '13387.00', 'E3_0': None, 'E3_1': '80945.00', 'E3_2': '113586.00', 'E4_0': None, 'E4_1': '6557.00', 'E4_2': '14628.00'};{'E1_1': '69621.00', 'E1_2': '118997.00', 'E3_2': '113586.00'};423331.0;302204.0;{'E1_1': '83876.37', 'E1_2': '141611.56', 'E3_2': '135251.80'};518161.05;360739.73;36;5140;1518;0.1;100.0;1.0
1;0;1;0;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];74.85748723340355;117.09267047161309;50.808350856112945;198593.56950129435;64376.56620995921;88.66058457711443;69.22222222222223;88.23444444444443;108.52777777777777;71.45615671641791;88.66058457711443;69.22222222222223;88.23444444444443;108.52777777777777;65.8136186770428;84.10195330739316;105.42898832684826;0.0;43.555408432147566;156.5862977602108;{'-E1_0': None, '-E1_1': '503.19', '-E1_2': '1021.44', '-E2_0': None, '-E2_1': '604.44', '-E2_2': '287.25', '-E3_0': None, '-E3_1': '508.55', '-E3_2': '1033.95', '-E4_0': None, '-E4_1': '581.66', '-E4_2': '276.83', 'E1_0': None, 'E1_1': '63641.53', 'E1_2': '114580.24', 'E2_0': None, 'E2_1': '8447.67', 'E2_2': '19651.98', 'E3_0': None, 'E3_1': '79136.68', 'E3_2': '106910.67', 'E4_0': None, 'E4_1': '10149.11', 'E4_2': '21298.09'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '50149.00', 'E1_2': '92995.00', 'E2_0': None, 'E2_1': '5313.00', 'E2_2': '16157.00', 'E3_0': None, 'E3_1': '62885.00', 'E3_2': '86659.00', 'E4_0': None, 'E4_1': '6793.00', 'E4_2': '17329.00'};{'E1_1': '50149.00', 'E1_2': '92995.00', 'E3_2': '86659.00'};338280.0;229803.0;{'E1_1': '63641.53', 'E1_2': '114580.24', 'E3_2': '106910.67'};428633.27999999997;285132.44;36;5140;1518;0.1;100.0;1.0
1;0;0;1;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];78.51491288675271;120.7029137879243;54.45404025232803;205949.14008034006;66760.81421804779;95.69245494095712;80.75;99.6636111111111;120.55555555555556;78.4530764449969;95.69245494095712;80.75;99.6636111111111;120.55555555555556;70.53599221789884;88.87902334630343;110.14494163424125;0.0;43.42167984189722;156.45256916996047;{'-E1_0': None, '-E1_1': '502.38', '-E1_2': '1019.41', '-E2_0': None, '-E2_1': '596.44', '-E2_2': '305.01', '-E3_0': None, '-E3_1': '484.67', '-E3_2': '1034.96', '-E4_0': None, '-E4_1': '576.89', '-E4_2': '283.06', 'E1_0': None, 'E1_1': '69897.01', 'E1_2': '123898.89', 'E2_0': None, 'E2_1': '8515.57', 'E2_2': '18721.96', 'E3_0': None, 'E3_1': '84016.03', 'E3_2': '114142.42', 'E4_0': None, 'E4_1': '10101.66', 'E4_2': '19040.33'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '56059.00', 'E1_2': '102590.00', 'E2_0': None, 'E2_1': '5417.00', 'E2_2': '15384.00', 'E3_0': None, 'E3_1': '67063.00', 'E3_2': '93813.00', 'E4_0': None, 'E4_1': '6803.00', 'E4_2': '15402.00'};{'E1_1': '56059.00', 'E1_2': '102590.00', 'E3_2': '93813.00'};362531.0;252462.0;{'E1_1': '69897.01', 'E1_2': '123898.89', 'E3_2': '114142.42'};453136.69;307938.32;36;5140;1518;0.1;100.0;1.0
1;1;1;0;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];81.26146740762987;123.47551817362572;56.8567137278462;211216.51225263914;68469.07824649419;101.39195152268489;66.13888888888889;81.83611111111111;101.52777777777777;83.64729645742698;101.39195152268489;66.13888888888889;81.83611111111111;101.52777777777777;73.64824902723736;92.40967704280148;113.70933852140078;0.0;43.51324769433465;156.5441370223979;{'-E1_0': None, '-E1_1': '494.52', '-E1_2': '1034.53', '-E2_0': None, '-E2_1': '593.68', '-E2_2': '304.67', '-E3_0': None, '-E3_1': '470.78', '-E3_2': '1031.42', '-E4_0': None, '-E4_1': '569.79', '-E4_2': '283.29', 'E1_0': None, 'E1_1': '76004.04', 'E1_2': '129749.79', 'E2_0': None, 'E2_1': '8319.58', 'E2_2': '16425.58', 'E3_0': None, 'E3_1': '87965.27', 'E3_2': '120525.47', 'E4_0': None, 'E4_1': '9632.48', 'E4_2': '17856.94'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '62310.00', 'E1_2': '107604.00', 'E2_0': None, 'E2_1': '5233.00', 'E2_2': '13138.00', 'E3_0': None, 'E3_1': '70307.00', 'E3_2': '99263.00', 'E4_0': None, 'E4_1': '6322.00', 'E4_2': '14339.00'};{'E1_1': '62310.00', 'E1_2': '107604.00', 'E3_2': '99263.00'};378516.0;269177.0;{'E1_1': '76004.04', 'E1_2': '129749.79', 'E3_2': '120525.47'};471261.83;326279.3;36;5140;1518;0.1;100.0;1.0
1;0;1;1;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];70.77735656353259;113.02583358365875;46.95178732352058;190516.35252889857;61758.31308040205;81.2309735614308;63.30555555555556;80.47944444444445;100.77777777777777;64.57916018662519;81.2309735614308;63.30555555555556;80.47944444444445;100.77777777777777;60.818093385214006;78.86469455252917;100.2089494163424;0.0;43.39335309617918;156.42424242424244;{'-E1_0': None, '-E1_1': '526.62', '-E1_2': '1008.62', '-E2_0': None, '-E2_1': '604.46', '-E2_2': '325.79', '-E3_0': None, '-E3_1': '476.68', '-E3_2': '1038.95', '-E4_0': None, '-E4_1': '581.84', '-E4_2': '271.24', 'E1_0': None, 'E1_1': '57508.20', 'E1_2': '104297.56', 'E2_0': None, 'E2_1': '9311.38', 'E2_2': '18450.08', 'E3_0': None, 'E3_1': '74574.76', 'E3_2': '99351.82', 'E4_0': None, 'E4_1': '10854.84', 'E4_2': '22521.14'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '44849.00', 'E1_2': '83747.00', 'E2_0': None, 'E2_1': '6168.00', 'E2_2': '15027.00', 'E3_0': None, 'E3_1': '57852.00', 'E3_2': '79026.00', 'E4_0': None, 'E4_1': '7346.00', 'E4_2': '18582.00'};{'E1_1': '44849.00', 'E1_2': '83747.00', 'E3_2': '79026.00'};312597.0;207622.0;{'E1_1': '57508.20', 'E1_2': '104297.56', 'E3_2': '99351.82'};401703.98;261157.58000000002;36;5140;1518;0.1;100.0;1.0
1;1;0;1;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];84.01901171523001;126.20396515470111;59.32337038149594;215962.95779606258;70007.75757536049;104.48257222739981;69.30555555555556;85.70194444444445;105.13888888888889;86.76514445479962;104.48257222739981;69.30555555555556;85.70194444444445;105.13888888888889;76.84338521400778;95.63433268482518;116.89630350194552;0.0;44.689137022397844;157.72002635046113;{'-E1_0': None, '-E1_1': '496.88', '-E1_2': '1033.27', '-E2_0': None, '-E2_1': '598.81', '-E2_2': '301.18', '-E3_0': None, '-E3_1': '478.40', '-E3_2': '1050.88', '-E4_0': None, '-E4_1': '570.38', '-E4_2': '266.70', 'E1_0': None, 'E1_1': '77585.01', 'E1_2': '134288.09', 'E2_0': None, 'E2_1': '8873.05', 'E2_2': '16712.47', 'E3_0': None, 'E3_1': '91742.61', 'E3_2': '124456.30', 'E4_0': None, 'E4_1': '10407.24', 'E4_2': '18997.62'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '63717.00', 'E1_2': '112412.00', 'E2_0': None, 'E2_1': '5739.00', 'E2_2': '13509.00', 'E3_0': None, 'E3_1': '74047.00', 'E3_2': '103168.00', 'E4_0': None, 'E4_1': '7014.00', 'E4_2': '15342.00'};{'E1_1': '63717.00', 'E1_2': '112412.00', 'E3_2': '103168.00'};394948.0;279297.0;{'E1_1': '77585.01', 'E1_2': '134288.09', 'E3_2': '124456.30'};487858.89;336329.4;36;5140;1518;0.1;100.0;1.0
1;1;1;1;15;45;10;30;10;10;1.54;2;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];76.4893691799338;118.73130069089817;52.72439170922199;202501.3969282083;65643.36464423421;92.37918297607952;72.52777777777777;91.36083333333332;111.61111111111111;75.18484001242622;92.37918297607952;72.52777777777777;91.36083333333332;111.61111111111111;68.2955252918288;86.73562451361853;108.07140077821012;0.0;41.795197628458496;154.82608695652175;{'-E1_0': None, '-E1_1': '484.70', '-E1_2': '1052.26', '-E2_0': None, '-E2_1': '588.60', '-E2_2': '327.59', '-E3_0': None, '-E3_1': '454.13', '-E3_2': '1063.24', '-E4_0': None, '-E4_1': '577.51', '-E4_2': '275.54', 'E1_0': None, 'E1_1': '68490.33', 'E1_2': '119026.73', 'E2_0': None, 'E2_1': '9337.94', 'E2_2': '16210.27', 'E3_0': None, 'E3_1': '83324.64', 'E3_2': '109851.53', 'E4_0': None, 'E4_1': '10991.74', 'E4_2': '20036.67'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '55066.00', 'E1_2': '97782.00', 'E2_0': None, 'E2_1': '6219.00', 'E2_2': '12923.00', 'E3_0': None, 'E3_1': '66020.00', 'E3_2': '89172.00', 'E4_0': None, 'E4_1': '7626.00', 'E4_2': '16209.00'};{'E1_1': '55066.00', 'E1_2': '97782.00', 'E3_2': '89172.00'};351017.0;242020.0;{'E1_1': '68490.33', 'E1_2': '119026.73', 'E3_2': '109851.53'};442093.42;297368.58999999997;36;5140;1518;0.1;100.0;1.0
0;0;0;0;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];124.57451542762487;161.06005384137504;99.26993166287016;284350.15403619525;92179.68623004676;137.88046032512474;97.69444444444444;116.14972222222225;135.61111111111111;118.43457267020763;137.88046032512474;97.69444444444444;116.14972222222225;135.61111111111111;117.78243243243243;140.1198476658478;162.33071253071253;0.0;41.21548748353096;154.2463768115942;{'-E1_0': None, '-E1_1': '450.03', '-E1_2': '2080.67', '-E2_0': None, '-E2_1': '605.73', '-E2_2': '272.93', '-E3_0': None, '-E3_1': '439.14', '-E3_2': '2059.48', '-E4_0': None, '-E4_1': '574.80', '-E4_2': '251.83', 'E1_0': None, 'E1_1': '192517.48', 'E1_2': '341311.48', 'E2_0': None, 'E2_1': '9154.00', 'E2_2': '13826.15', 'E3_0': None, 'E3_1': '224685.45', 'E3_2': '322822.34', 'E4_0': None, 'E4_1': '8908.85', 'E4_2': '14084.69'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '164561.00', 'E1_2': '293930.00', 'E2_0': None, 'E2_1': '6053.00', 'E2_2': '10906.00', 'E3_0': None, 'E3_1': '189268.00', 'E3_2': '277343.00', 'E4_0': None, 'E4_1': '5692.00', 'E4_2': '10973.00'};{'E1_1': '164561.00', 'E1_2': '293930.00', 'E3_2': '277343.00'};958726.0;735834.0;{'E1_1': '192517.48', 'E1_2': '341311.48', 'E3_2': '322822.34'};1134045.05;856651.3;36;8140;1518;0.25;100.0;1.0
1;0;0;0;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];107.5811762269622;144.27521225926694;82.44429488506937;252373.91235837122;81813.80698804662;114.53554625905069;74.44444444444444;90.69833333333335;110.16666666666667;96.14046661303298;114.53554625905069;74.44444444444444;90.69833333333335;110.16666666666667;97.81904176904177;119.19544103194116;141.6536855036855;0.0;45.30178524374172;158.332674571805;{'-E1_0': None, '-E1_1': '499.37', '-E1_2': '2032.41', '-E2_0': None, '-E2_1': '604.43', '-E2_2': '297.78', '-E3_0': None, '-E3_1': '496.85', '-E3_2': '2013.79', '-E4_0': None, '-E4_1': '571.93', '-E4_2': '276.63', 'E1_0': None, 'E1_1': '157561.55', 'E1_2': '285594.84', 'E2_0': None, 'E2_1': '7385.12', 'E2_2': '19237.15', 'E3_0': None, 'E3_1': '189976.15', 'E3_2': '268682.03', 'E4_0': None, 'E4_1': '9062.45', 'E4_2': '19480.23'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '131820.00', 'E1_2': '240600.00', 'E2_0': None, 'E2_1': '4365.00', 'E2_2': '15853.00', 'E3_0': None, 'E3_1': '156733.00', 'E3_2': '225093.00', 'E4_0': None, 'E4_1': '5887.00', 'E4_2': '15880.00'};{'E1_1': '131820.00', 'E1_2': '240600.00', 'E3_2': '225093.00'};796231.0;597513.0;{'E1_1': '157561.55', 'E1_2': '285594.84', 'E3_2': '268682.03'};963772.7100000001;711838.42;36;8140;1518;0.25;100.0;1.0
1;1;0;0;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];114.59893559743212;151.2815282667219;89.32128805135639;265172.6500202682;85963.17318284593;123.5254495737494;68.69444444444444;85.61888888888888;105.13888888888889;104.83271674441049;123.5254495737494;68.69444444444444;85.61888888888888;105.13888888888889;105.97850122850123;127.5926793611793;150.03734643734643;0.0;44.922338603425516;157.9532279314888;{'-E1_0': None, '-E1_1': '467.36', '-E1_2': '2064.39', '-E2_0': None, '-E2_1': '609.57', '-E2_2': '274.33', '-E3_0': None, '-E3_1': '458.48', '-E3_2': '2057.05', '-E4_0': None, '-E4_1': '567.29', '-E4_2': '254.67', 'E1_0': None, 'E1_1': '170985.86', 'E1_2': '305803.10', 'E2_0': None, 'E2_1': '7756.94', 'E2_2': '15185.31', 'E3_0': None, 'E3_1': '207920.59', 'E3_2': '291168.76', 'E4_0': None, 'E4_1': '9294.23', 'E4_2': '17215.38'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '144647.00', 'E1_2': '260266.00', 'E2_0': None, 'E2_1': '4729.00', 'E2_2': '12218.00', 'E3_0': None, 'E3_1': '174076.00', 'E3_2': '246832.00', 'E4_0': None, 'E4_1': '6034.00', 'E4_2': '13837.00'};{'E1_1': '144647.00', 'E1_2': '260266.00', 'E3_2': '246832.00'};862639.0;651745.0;{'E1_1': '170985.86', 'E1_2': '305803.10', 'E3_2': '291168.76'};1032083.3099999999;767957.72;36;8140;1518;0.25;100.0;1.0
1;0;1;0;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];90.58604369434615;127.50631600745496;66.64506108925244;221751.7208078581;71886.40682280151;92.77992279234358;68.91666666666667;86.34888888888888;107.36111111111111;75.61331832073347;92.77992279234358;68.91666666666667;86.34888888888888;107.36111111111111;79.07346437346438;99.17283783783722;121.8995085995086;0.0;44.540915678524335;157.57180500658762;{'-E1_0': None, '-E1_1': '502.94', '-E1_2': '2001.77', '-E2_0': None, '-E2_1': '602.68', '-E2_2': '322.20', '-E3_0': None, '-E3_1': '501.78', '-E3_2': '2023.63', '-E4_0': None, '-E4_1': '570.02', '-E4_2': '281.06', 'E1_0': None, 'E1_1': '125381.79', 'E1_2': '232967.26', 'E2_0': None, 'E2_1': '8227.31', 'E2_2': '19692.27', 'E3_0': None, 'E3_1': '156674.80', 'E3_2': '218463.73', 'E4_0': None, 'E4_1': '10554.63', 'E4_2': '22028.76'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '101878.00', 'E1_2': '190836.00', 'E2_0': None, 'E2_1': '5121.00', 'E2_2': '16234.00', 'E3_0': None, 'E3_1': '126951.00', 'E3_2': '177374.00', 'E4_0': None, 'E4_1': '7199.00', 'E4_2': '18052.00'};{'E1_1': '101878.00', 'E1_2': '190836.00', 'E3_2': '177374.00'};643645.0;470088.0;{'E1_1': '125381.79', 'E1_2': '232967.26', 'E3_2': '218463.73'};800796.63;576812.78;36;8140;1518;0.25;100.0;1.0
1;0;0;1;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];100.7922447711743;137.5441085110789;76.33681921722923;240444.79531635199;77946.25980331512;105.6851697506034;80.69444444444444;99.5913888888889;119.27777777777777;87.91102172164119;105.6851697506034;80.69444444444444;99.5913888888889;119.27777777777777;90.57260442260443;111.3655270270272;133.8923832923833;0.0;44.09493412384716;157.1258234519104;{'-E1_0': None, '-E1_1': '513.96', '-E1_2': '2024.45', '-E2_0': None, '-E2_1': '607.46', '-E2_2': '310.56', '-E3_0': None, '-E3_1': '496.94', '-E3_2': '2028.70', '-E4_0': None, '-E4_1': '569.77', '-E4_2': '287.83', 'E1_0': None, 'E1_1': '144116.39', 'E1_2': '262961.65', 'E2_0': None, 'E2_1': '8393.64', 'E2_2': '18990.08', 'E3_0': None, 'E3_1': '177492.59', 'E3_2': '249755.29', 'E4_0': None, 'E4_1': '10267.74', 'E4_2': '21243.78'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '119785.00', 'E1_2': '219214.00', 'E2_0': None, 'E2_1': '5306.00', 'E2_2': '15566.00', 'E3_0': None, 'E3_1': '145667.00', 'E3_2': '207368.00', 'E4_0': None, 'E4_1': '6925.00', 'E4_2': '17426.00'};{'E1_1': '119785.00', 'E1_2': '219214.00', 'E3_2': '207368.00'};737257.0;546367.0;{'E1_1': '144116.39', 'E1_2': '262961.65', 'E3_2': '249755.29'};900060.8300000001;656833.3300000001;36;8140;1518;0.25;100.0;1.0
1;1;1;0;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];94.25939324911978;131.0784841582108;70.4760820045558;228969.79673682188;74226.4863646822;98.26643672616176;65.88888888888889;82.595;102.38888888888889;80.99919601222061;98.26643672616176;65.88888888888889;82.595;102.38888888888889;83.61891891891892;103.85136486486472;126.45798525798526;0.0;42.82418313570488;155.85507246376812;{'-E1_0': None, '-E1_1': '473.32', '-E1_2': '2062.53', '-E2_0': None, '-E2_1': '597.43', '-E2_2': '298.36', '-E3_0': None, '-E3_1': '455.43', '-E3_2': '2050.37', '-E4_0': None, '-E4_1': '568.94', '-E4_2': '275.48', 'E1_0': None, 'E1_1': '133662.94', 'E1_2': '244717.85', 'E2_0': None, 'E2_1': '8800.36', 'E2_2': '17285.95', 'E3_0': None, 'E3_1': '166043.44', 'E3_2': '232738.18', 'E4_0': None, 'E4_1': '10321.14', 'E4_2': '18492.29'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '110392.00', 'E1_2': '202399.00', 'E2_0': None, 'E2_1': '5639.00', 'E2_2': '14047.00', 'E3_0': None, 'E3_1': '135304.00', 'E3_2': '190943.00', 'E4_0': None, 'E4_1': '7013.00', 'E4_2': '14897.00'};{'E1_1': '110392.00', 'E1_2': '202399.00', 'E3_2': '190943.00'};680634.0;503734.0;{'E1_1': '133662.94', 'E1_2': '244717.85', 'E3_2': '232738.18'};838844.01;611118.97;36;8140;1518;0.25;100.0;1.0
1;0;1;1;15;45;10;30;10;10;1.54;5;20;16.67;4.17;['E1_2', 'E1_1', 'E3_2'];86.53784427417682;123.46873058604265;62.96231103748188;214865.78429554118;69654.28228035681;88.3123210551713;58.333333333333336;74.40416666666665;94.0;71.2900112594499;88.3123210551713;58.333333333333336;74.40416666666665;94.0;74.7039312039312;94.6593845208845;117.39864864864865;0.0;42.9875559947299;156.01844532279316;{'-E1_0': None, '-E1_1': '526.61', '-E1_2': '2013.64', '-E2_0': None, '-E2_1': '597.13', '-E2_2': '324.23', '-E3_0': None, '-E3_1': '483.56', '-E3_2': '2033.21', '-E4_0': None, '-E4_1': '571.03', '-E4_2': '276.80', 'E1_0': None, 'E1_1': '119060.94', 'E1_2': '223192.57', 'E2_0': None, 'E2_1': '9228.21', 'E2_2': '18557.93', 'E3_0': None, 'E3_1': '147151.29', 'E3_2': '206784.19', 'E4_0': None, 'E4_1': '11070.79', 'E4_2': '22206.11'};{'-E1_0': None, '-E1_1': '0.00', '-E1_2': '0.00', '-E2_0': None, '-E2_1': '0.00', '-E2_2': '0.00', '-E3_0': None, '-E3_1': '0.00', '-E3_2': '0.00', '-E4_0': None, '-E4_1': '0.00', '-E4_2': '0.00', 'E1_0': None, 'E1_1': '96425.00', 'E1_2': '181221.00', 'E2_0': None, 'E2_1': '6080.00', 'E2_2': '15129.00', 'E3_0': None, 'E3_1': '117804.00', 'E3_2': '165564.00', 'E4_0': None, 'E4_1': '7601.00', 'E4_2': '18262.00'};{'E1_1': '96425.00', 'E1_2': '181221.00', 'E3_2': '165564.00'};608086.0;443210.0;{'E1_1': '119060.94', 'E1_2': '223192.57', 'E3_2': '206784.19'};764078.24;549037.7;36;8140;1518;0.25;100.0;1.0
